fsq_category_id,cluster_id
4bf58dd8d48988d1ab941735,191
4bf58dd8d48988d1ac941735,351
4bf58dd8d48988d1ad941735,24
4bf58dd8d48988d1ae941735,192
4bf58dd8d48988d1af941735,167
4bf58dd8d48988d1b0941735,214
4bf58dd8d48988d1b1941735,152
4bf58dd8d48988d1b2941735,98
4bf58dd8d48988d1b3941735,527
4bf58dd8d48988d1b4941735,146
4bf58dd8d48988d1b5941735,89
4bf58dd8d48988d1b6941735,61
4bf58dd8d48988d1b7941735,145
4bf58dd8d48988d1b8941735,141
4bf58dd8d48988d1b9941735,66
4bf58dd8d48988d1ba941735,76
4bf58dd8d48988d1bb941735,347
4bf58dd8d48988d1bc941735,90
4bf58dd8d48988d1bd941735,628
4bf58dd8d48988d1be941735,217
4bf58dd8d48988d1bf941735,509
4bf58dd8d48988d1c0941735,529
4bf58dd8d48988d1c1941735,217
4bf58dd8d48988d1c2941735,536
4bf58dd8d48988d1c3941735,539
4bf58dd8d48988d1c4941735,232
4bf58dd8d48988d1c5941735,18
4bf58dd8d48988d1c6941735,636
4bf58dd8d48988d1c7941735,647
4bf58dd8d48988d1c8941735,242
4bf58dd8d48988d1c9941735,467
4bf58dd8d48988d1ca941735,213
4bf58dd8d48988d1cb941735,420
4bf58dd8d48988d1cc941735,129
4bf58dd8d48988d1cd941735,207
4bf58dd8d48988d1ce941735,127
4bf58dd8d48988d1cf941735,547
4bf58dd8d48988d1d0941735,90
4bf58dd8d48988d1d1941735,553
4bf58dd8d48988d1d2941735,669
4bf58dd8d48988d1d3941735,712
4bf58dd8d48988d1d4941735,656
4bf58dd8d48988d1d5941735,461
4bf58dd8d48988d1d6941735,665
4bf58dd8d48988d1d7941735,547
